,has_media,hashtags,img_urls,is_replied,is_reply_to,likes,links,parent_tweet_id,replies,reply_to_users,retweets,screen_name,text,text_html,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username,video_url
10,False,"['McDonalds', 'facebook']",[],False,False,0,[],,0,[],0,hobbynoteFrance,7 jours après son ouverture la page fan de #McDonalds France compte 1 842 fans ... Je m'attendais à mieux pas vous ? #facebook,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">7 jours après son ouverture la page fan de <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/McDonalds?src=hash""><s>#</s><b>McDonalds</b></a> France compte 1 842 fans ... Je m'attendais à mieux pas vous ? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/facebook?src=hash""><s>#</s><b>facebook</b></a></p>",2011-02-07 20:22:12,1297110132,34708525569548288,/hobbynoteFrance/status/34708525569548288,184758167,hobbynote,
11,False,[],[],False,False,0,[],,0,[],1,squarepartners,EMARKETING > Détails sur la campagne Facebook Deals et McDonalds France. http://squ.im/134-B /via @welovegeoloc et @geosocialfr,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">EMARKETING &gt; Détails sur la campagne Facebook Deals et <strong>McDonalds France</strong>. http://squ.im/134-B /via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""166393780"" dir=""ltr"" href=""/welovegeoloc""><s>@</s><b>welovegeoloc</b></a> et <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""207466995"" dir=""ltr"" href=""/geosocialfr""><s>@</s><b>geosocialfr</b></a></p>",2011-01-31 20:42:21,1296506541,32176885106483200,/squarepartners/status/32176885106483200,78897283,Square Partners S.A.,
12,False,[],[],False,False,0,[],,0,[],0,geosocialfr,[FACEBOOK] Détails sur la campagne Facebook Deals et McDonalds France. http://bit.ly/etaoYL /via @welovegeoloc,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">[FACEBOOK] Détails sur la campagne Facebook Deals et <strong>McDonalds France</strong>. http://bit.ly/etaoYL /via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""166393780"" dir=""ltr"" href=""/welovegeoloc""><s>@</s><b>welovegeoloc</b></a></p>",2011-01-31 20:41:18,1296506478,32176620756271104,/geosocialfr/status/32176620756271104,207466995,geosocial,
13,False,[],[],True,False,0,[],,1,[],0,HabibaY,F McDonalds france l orders 3ala touch screen !!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">F <strong>McDonalds france</strong> l orders 3ala touch screen !!</p>",2011-07-04 13:25:09,1309785909,87874587949412352,/HabibaY/status/87874587949412352,97003422,Habiba Youssef,
14,False,[],[],False,False,0,[],,0,[],0,cstechcast,"The Comté Burger at McDonalds, France http://ff.im/GQQJe","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">The Comté Burger at <strong>McDonalds, France</strong> http://ff.im/GQQJe</p>",2011-06-29 04:26:25,1309321585,85927072387694592,/cstechcast/status/85927072387694592,14095473,Eric Beehler,
15,False,"['McDonalds', 'facebook']",[],False,False,0,[],,0,[],0,hobbynoteFrance,7 jours après son ouverture la page fan de #McDonalds France compte 1 842 fans ... Je m'attendais à mieux pas vous ? #facebook,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">7 jours après son ouverture la page fan de <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/McDonalds?src=hash""><s>#</s><b>McDonalds</b></a> France compte 1 842 fans ... Je m'attendais à mieux pas vous ? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/facebook?src=hash""><s>#</s><b>facebook</b></a></p>",2011-02-07 20:22:12,1297110132,34708525569548288,/hobbynoteFrance/status/34708525569548288,184758167,hobbynote,
16,False,[],[],False,False,0,[],,0,[],1,squarepartners,EMARKETING > Détails sur la campagne Facebook Deals et McDonalds France. http://squ.im/134-B /via @welovegeoloc et @geosocialfr,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">EMARKETING &gt; Détails sur la campagne Facebook Deals et <strong>McDonalds France</strong>. http://squ.im/134-B /via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""166393780"" dir=""ltr"" href=""/welovegeoloc""><s>@</s><b>welovegeoloc</b></a> et <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""207466995"" dir=""ltr"" href=""/geosocialfr""><s>@</s><b>geosocialfr</b></a></p>",2011-01-31 20:42:21,1296506541,32176885106483200,/squarepartners/status/32176885106483200,78897283,Square Partners S.A.,
17,False,[],[],False,False,0,[],,0,[],0,geosocialfr,[FACEBOOK] Détails sur la campagne Facebook Deals et McDonalds France. http://bit.ly/etaoYL /via @welovegeoloc,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">[FACEBOOK] Détails sur la campagne Facebook Deals et <strong>McDonalds France</strong>. http://bit.ly/etaoYL /via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""166393780"" dir=""ltr"" href=""/welovegeoloc""><s>@</s><b>welovegeoloc</b></a></p>",2011-01-31 20:41:18,1296506478,32176620756271104,/geosocialfr/status/32176620756271104,207466995,geosocial,
18,False,[],[],False,False,0,[],,0,[],0,MaryneBedier,RT @JojoMordicus: McDonalds France: la livraison à domicile est actuellement en pour-parler. / Good news !,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">RT @JojoMordicus: <strong>McDonalds France</strong>: la livraison à domicile est actuellement en pour-parler. / Good news !</p>",2011-01-04 10:04:51,1294135491,22231980284317696,/MaryneBedier/status/22231980284317696,65609500,Maryne Bédier,
19,False,[],[],False,False,0,[],,0,[],0,MaryneBedier,RT @JojoMordicus: McDonalds France: la livraison à domicile est actuellement en pour-parler. / Good news !,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">RT @JojoMordicus: <strong>McDonalds France</strong>: la livraison à domicile est actuellement en pour-parler. / Good news !</p>",2011-01-04 10:04:51,1294135491,22231980284317696,/MaryneBedier/status/22231980284317696,65609500,Maryne Bédier,
20,False,['France'],[],False,False,0,['http://bit.ly/xhzrDO'],,0,[],1,QSRweb,C'est Magnifique! Check out @McDonalds #France's interior design. http://bit.ly/xhzrDO ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">C'est Magnifique! Check out <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""71026122"" dir=""ltr"" href=""/McDonalds""><s>@</s><b>McDonalds</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/France?src=hash""><s>#</s><b>France</b></a>'s interior design. <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/xhzrDO"" dir=""ltr"" href=""http://t.co/TxUaC4kN"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/xhzrDO""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/xhzrDO</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",2012-01-09 21:26:53,1326144413,156487129587908608,/QSRweb/status/156487129587908608,21311073,QSRweb,
21,False,"['France', 'BigMac', 'McCafe', 'petitdejeuner', 'HappyMeal', 'restauration', 'fastfood', 'hamburger']",[],False,False,0,[],,0,[],0,neilabeyler,ITW du PDG de @McDonalds #France JP Petit sur lesechostv.fr #BigMac #McCafe #petitdejeuner #HappyMeal #restauration #fastfood #hamburger,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">ITW du PDG de <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""71026122"" dir=""ltr"" href=""/McDonalds""><s>@</s><b>McDonalds</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/France?src=hash""><s>#</s><b>France</b></a> JP Petit sur lesechostv.fr <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BigMac?src=hash""><s>#</s><b>BigMac</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/McCafe?src=hash""><s>#</s><b>McCafe</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/petitdejeuner?src=hash""><s>#</s><b>petitdejeuner</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HappyMeal?src=hash""><s>#</s><b>HappyMeal</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/restauration?src=hash""><s>#</s><b>restauration</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/fastfood?src=hash""><s>#</s><b>fastfood</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/hamburger?src=hash""><s>#</s><b>hamburger</b></a></p>",2011-12-13 15:57:37,1323791857,146619793884200960,/neilabeyler/status/146619793884200960,113400309,Neïla Beyler,
22,False,"['essec', 'lesmardis', 'mcdonalds']",[],False,False,0,[],,0,[],0,alexrichefort,"Tout le Mastere Spécialisé MIA#essec présent @ #lesmardis pour écouter @johnpetersmall, alias jean pierre petit, PDG #mcdonalds France","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">Tout le Mastere Spécialisé MIA#essec présent @ <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lesmardis?src=hash""><s>#</s><b>lesmardis</b></a> pour écouter @johnpetersmall, alias jean pierre petit, PDG <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mcdonalds?src=hash""><s>#</s><b>mcdonalds</b></a> France</p>",2011-11-29 11:46:08,1322567168,141483075300364290,/alexrichefort/status/141483075300364290,47158562,Alexandre Richefort,
23,False,"['mcdonalds', 'ESSEC', 'lesmardis']",[],False,False,0,[],,0,[],1,valent1,"Tout le monde au Galion, le débat avec Jean-Pierre Petit, PDG de #mcdonalds France va commencer. #ESSEC #lesmardis","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">Tout le monde au Galion, le débat avec Jean-Pierre Petit, PDG de <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mcdonalds?src=hash""><s>#</s><b>mcdonalds</b></a> France va commencer. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ESSEC?src=hash""><s>#</s><b>ESSEC</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lesmardis?src=hash""><s>#</s><b>lesmardis</b></a></p>",2011-11-29 11:02:11,1322564531,141472013805031424,/valent1/status/141472013805031424,92333716,Valentin Bayard,
24,False,[],[],False,False,0,[],,0,[],0,euroagent,McDonalds France est le deuxième contributeur aux résultats de la chaîne après les Etats-Unis.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr""><strong>McDonalds France</strong> est le deuxième contributeur aux résultats de la chaîne après les Etats-Unis.</p>",2011-09-09 08:01:58,1315555318,112073245045424128,/euroagent/status/112073245045424128,20001652,EUROAGENT,
25,False,[],[],False,False,0,[],,0,[],0,euroagent,En 2009 McDonalds France a fait passe son logo du rouge au vert.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">En 2009 <strong>McDonalds France</strong> a fait passe son logo du rouge au vert.</p>",2011-09-09 07:58:11,1315555091,112072295014612992,/euroagent/status/112072295014612992,20001652,EUROAGENT,
26,False,[],[],True,False,0,[],,2,[],0,Maylis_A,@thomas_suinot @blogcinema Je ne peux pas croire qu'il n'y ait aucun représentant de @McDonalds France sur Twitter.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">@thomas_suinot <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""35020970"" dir=""ltr"" href=""/blogcinema""><s>@</s><b>blogcinema</b></a> Je ne peux pas croire qu'il n'y ait aucun représentant de <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""71026122"" dir=""ltr"" href=""/McDonalds""><s>@</s><b>McDonalds</b></a> France sur Twitter.</p>",2011-08-19 08:48:28,1313743708,104474801887920128,/Maylis_A/status/104474801887920128,145222413,Maylis Audoux,
27,False,[],[],False,False,0,[],,0,[],0,amongaya,Poitou-Charentes : Poitou-Charentes : Des melons du Poitou chez McDonalds - France Soir http://uxp.in/39345230,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">Poitou-Charentes : Poitou-Charentes : Des melons du Poitou chez <strong>McDonalds - France</strong> Soir http://uxp.in/39345230</p>",2011-07-30 10:37:03,1312022223,97254370504212480,/amongaya/status/97254370504212480,197293551,abhijit mongaya,
28,False,"['France', 'menus']",[],False,False,0,[],,0,[],1,QSRweb,"Oui, s'il vous plait! @McDonalds #France introduces baguette bread stick to #menus. http://trib.in/p7cEgc","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">Oui, s'il vous plait! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""71026122"" dir=""ltr"" href=""/McDonalds""><s>@</s><b>McDonalds</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/France?src=hash""><s>#</s><b>France</b></a> introduces baguette bread stick to <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/menus?src=hash""><s>#</s><b>menus</b></a>. http://trib.in/p7cEgc</p>",2011-07-29 18:47:01,1311965221,97015285680324608,/QSRweb/status/97015285680324608,21311073,QSRweb,
29,False,['France'],[],False,False,0,['http://bit.ly/xhzrDO'],,0,[],1,QSRweb,C'est Magnifique! Check out @McDonalds #France's interior design. http://bit.ly/xhzrDO ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">C'est Magnifique! Check out <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""71026122"" dir=""ltr"" href=""/McDonalds""><s>@</s><b>McDonalds</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/France?src=hash""><s>#</s><b>France</b></a>'s interior design. <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/xhzrDO"" dir=""ltr"" href=""http://t.co/TxUaC4kN"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/xhzrDO""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/xhzrDO</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",2012-01-09 21:26:53,1326144413,156487129587908608,/QSRweb/status/156487129587908608,21311073,QSRweb,
30,False,"['France', 'BigMac', 'McCafe', 'petitdejeuner', 'HappyMeal', 'restauration', 'fastfood', 'hamburger']",[],False,False,0,[],,0,[],0,neilabeyler,ITW du PDG de @McDonalds #France JP Petit sur lesechostv.fr #BigMac #McCafe #petitdejeuner #HappyMeal #restauration #fastfood #hamburger,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">ITW du PDG de <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""71026122"" dir=""ltr"" href=""/McDonalds""><s>@</s><b>McDonalds</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/France?src=hash""><s>#</s><b>France</b></a> JP Petit sur lesechostv.fr <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BigMac?src=hash""><s>#</s><b>BigMac</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/McCafe?src=hash""><s>#</s><b>McCafe</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/petitdejeuner?src=hash""><s>#</s><b>petitdejeuner</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HappyMeal?src=hash""><s>#</s><b>HappyMeal</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/restauration?src=hash""><s>#</s><b>restauration</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/fastfood?src=hash""><s>#</s><b>fastfood</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/hamburger?src=hash""><s>#</s><b>hamburger</b></a></p>",2011-12-13 15:57:37,1323791857,146619793884200960,/neilabeyler/status/146619793884200960,113400309,Neïla Beyler,
31,False,"['essec', 'lesmardis', 'mcdonalds']",[],False,False,0,[],,0,[],0,alexrichefort,"Tout le Mastere Spécialisé MIA#essec présent @ #lesmardis pour écouter @johnpetersmall, alias jean pierre petit, PDG #mcdonalds France","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">Tout le Mastere Spécialisé MIA#essec présent @ <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lesmardis?src=hash""><s>#</s><b>lesmardis</b></a> pour écouter @johnpetersmall, alias jean pierre petit, PDG <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mcdonalds?src=hash""><s>#</s><b>mcdonalds</b></a> France</p>",2011-11-29 11:46:08,1322567168,141483075300364290,/alexrichefort/status/141483075300364290,47158562,Alexandre Richefort,
32,False,"['mcdonalds', 'ESSEC', 'lesmardis']",[],False,False,0,[],,0,[],1,valent1,"Tout le monde au Galion, le débat avec Jean-Pierre Petit, PDG de #mcdonalds France va commencer. #ESSEC #lesmardis","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">Tout le monde au Galion, le débat avec Jean-Pierre Petit, PDG de <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mcdonalds?src=hash""><s>#</s><b>mcdonalds</b></a> France va commencer. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ESSEC?src=hash""><s>#</s><b>ESSEC</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lesmardis?src=hash""><s>#</s><b>lesmardis</b></a></p>",2011-11-29 11:02:11,1322564531,141472013805031424,/valent1/status/141472013805031424,92333716,Valentin Bayard,
33,False,[],[],False,False,0,[],,0,[],0,euroagent,McDonalds France est le deuxième contributeur aux résultats de la chaîne après les Etats-Unis.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr""><strong>McDonalds France</strong> est le deuxième contributeur aux résultats de la chaîne après les Etats-Unis.</p>",2011-09-09 08:01:58,1315555318,112073245045424128,/euroagent/status/112073245045424128,20001652,EUROAGENT,
34,False,[],[],False,False,0,[],,0,[],0,euroagent,En 2009 McDonalds France a fait passe son logo du rouge au vert.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">En 2009 <strong>McDonalds France</strong> a fait passe son logo du rouge au vert.</p>",2011-09-09 07:58:11,1315555091,112072295014612992,/euroagent/status/112072295014612992,20001652,EUROAGENT,
